code,name
074184,臺股指中信4A購10
074185,中502X永豐4C購02
074186,中鋼永豐4A購01
074187,大成鋼永豐53購01
074188,台積電永豐4A購07
074189,台積電永豐4A購08
074190,台積電永豐4A購09
074191,英業達永豐4B購01
074192,南亞科永豐49購05
074193,南亞科永豐4B購01
074194,建準永豐49購01
074195,瑞鼎永豐4A購01
074196,永道永豐49購02
074197,華邦電第一49購03
074198,大同第一49購01
074199,大同第一49購02
074200,微星第一4A購01
074201,微星第一4A購02
074202,大銀第一49購01
074203,華城富邦4B購03
074204,中鋼富邦4A購01
074205,華邦電富邦49購01
074206,裕民富邦4B購02
074207,材料富邦4C購01
074208,T50正2凱基55購01
074209,元石油凱基49購01
074210,FBNQ2X凱基49購05
074211,元金2X凱基49購02
074212,SGBR2X凱基4A購01
074213,三芳凱基49購04
074214,華城凱基51購02
074215,台玻凱基4A購02
074216,中鴻凱基49購05
074217,大成鋼凱基49購08
074218,台達電凱基49購02
074219,鴻海凱基51購04
074220,台積電凱基49購19
074221,台積電凱基49購20
074222,台積電凱基56購10
074223,群光凱基4B購01
074224,精元凱基49購03
074225,南亞科凱基49購03
074226,建準凱基49購01
074227,強茂凱基49購01
074228,新興凱基49購02
074229,裕民凱基4A購01
074230,陽明凱基4A購02
074231,萬海凱基49購04
074232,華晶科凱基4A購01
074233,辛耘凱基49購01
074234,世芯凱基49購09
074235,貿聯凱基49購04
074236,神達凱基49購05
074237,達興凱基49購03
074238,崇越凱基49購01
074239,亞翔凱基4B購02
074240,訊芯凱基49購03
074241,愛普凱基49購01
074242,緯穎凱基4A購05
074243,富世達凱基4B購01
074244,世紀鋼凱基4B購03
074246,臺股指凱基4A購17
074247,臺股指凱基54購01
074248,和大台新49購01
074249,三芳統一53購03
074251,大成鋼統一53購03
074252,大成鋼統一53購04
074253,技嘉統一53購01
074254,群光統一52購02
074255,一詮統一4C購02
074256,雄獅統一51購03
074257,凱基金統一53購01
074258,永道統一53購04
074259,世紀鋼統一53購03
074260,欣興兆豐53購01
074261,台灣50群益49購05
074262,T50正2群益49購02
074263,T50正2群益49購03
074264,FBNQ2X群益49購03
074265,中興電群益49購06
074266,華城群益4C購02
074267,潤隆群益4A購01
074268,大成鋼群益49購04
074269,上銀群益49購06
074270,台達電群益49購03
074271,智邦群益49購04
074272,所羅門群益4B購03
074273,佳能群益4B購02
074274,建準群益4A購01
074275,建準群益4A購02
074276,聯發科群益49購06
074277,聯發科群益49購07
074278,皇昌群益49購07
074279,慧洋群益49購05
074280,全漢群益4A購01
074281,奇鋐群益49購02
074282,智原群益49購03
074283,欣興群益49購03
074284,全科群益49購01
074285,創意群益49購11
074286,牧德群益51購01
074287,矽格群益49購03
074288,樺漢群益49購02
074289,晶心科群益49購04
074290,緯穎群益49購06
074291,富世達群益49購02
074292,台灣50元富49購15
074293,台灣50元富49購16
074294,中502X元富49購02
074295,FANG+元富49購01
074296,美費半元富49購01
074297,中鋼元富49購03
074298,台積電元富49購32
074299,台積電元富4A購08
074300,台積電元富4B購04
074301,台積電元富4C購05
074302,台積電元富63購01
074303,南亞科元富49購03
074304,南亞科元富4C購01
074305,盟立元富49購02
074306,陽明元富49購06
074307,慧洋元富49購04
074308,大立光元富49購07
074309,智原元富4A購04
074310,世芯元富49購13
074311,大銀元富53購01
074312,材料元富49購05
074313,材料元富57購01
074314,迎廣元富49購02
074315,瑞祺元富49購02
074316,訊芯元富49購02
074317,泓德元富4A購02
074318,台灣50元大49購16
074319,台灣50元大49購17
074320,台灣50元大49購18
074321,台灣50元大49購19
074322,中50元大49購01
074323,中50元大4B購01
074324,中502X元大49購04
074325,中502X元大4C購02
074326,美費半元大4A購01
074327,美費半元大4B購01
074328,美費半元大4C購01
074329,中興電元大49購07
074330,華城元大49購19
074331,華城元大4C購01
074332,華城元大52購03
074333,華新元大49購08
074334,大亞元大49購01
074335,美時元大49購05
074336,中鋼元大49購06
074337,中鋼元大4A購02
074338,中鴻元大49購08
074339,中鴻元大49購09
074340,中鴻元大49購10
074341,大成鋼元大49購06
074342,大成鋼元大49購07
074343,大成鋼元大49購08
074344,上銀元大4A購08
074345,台達電元大49購03
074346,台積電元大49購17
074347,台積電元大4C購06
074348,台積電元大52購06
074349,華邦電元大49購09
074350,華邦電元大49購10
074351,華邦電元大4B購02
074352,佳能元大49購03
074353,台光電元大49購05
074354,台光電元大49購06
074355,台光電元大49購07
074356,群光元大49購01
074357,群光元大49購02
074358,群光元大49購03
074359,裕民元大49購06
074360,裕民元大4C購03
074361,裕民元大51購03
074362,慧洋元大49購11
074363,慧洋元大4A購01
074364,慧洋元大4B購02
074365,欣興元大49購10
074366,新日興元大4B購02
074367,神達元大49購03
074368,神達元大49購04
074369,材料元大51購07
074370,亞翔元大49購10
074371,亞翔元大52購02
074372,瑞祺元大49購01
074373,瑞祺元大49購02
074374,瑞祺元大49購03
074375,勤誠元大49購04
074376,FBNQ2X國票4B購01
074377,FBNQ2X國票4B購02
074378,中502X國票4C購02
074379,台泥國票4A購02
074380,台塑國票4A購01
074381,台化國票4A購01
074382,中砂國票4A購02
074383,華新國票49購03
074384,台玻國票4A購02
074385,鴻海國票4A購03
074386,國巨國票4A購03
074387,國巨國票4B購01
074388,英業達國票4A購01
074389,微星國票4B購02
074390,威盛國票4A購01
074391,建準國票4A購01
074392,長榮國票4B購01
074393,新興國票4A購02
074394,陽明國票4B購02
074395,萬海國票4A購02
074396,信邦國票4A購02
074397,智原國票4A購02
074398,健鼎國票4A購02
074399,富華新國票4A購02
074400,碩天國票4A購02
074401,貿聯國票4A購04
074402,日月光國票4A購03
074403,永崴控國票4A購01
074404,迎廣國票4A購02
074405,台塑化國票4A購01
074406,勤誠國票4A購01
074407,勤誠國票4B購01
074408,美利達國票4C購01
074409,臺股指國票49購08
074410,臺股指國票49購09
074411,臺股指國票4A購02
074412,三芳第一49購01
074413,精元第一49購01
074414,訊芯第一49購01
074415,矽創第一49購01
074416,SGBR2X富邦4C購01
074417,中鋼富邦4B購02
074418,聯電富邦4B購03
074419,皇昌富邦4A購03
074420,智原富邦4A購03
074421,亞翔富邦4B購02
074422,緯穎富邦4A購03
074423,台灣50中信4B購01
074424,大成鋼中信49購01
074425,聯發科中信49購06
074426,智原中信49購01
074427,材料中信4C購01
074428,亞翔中信4A購01
074429,穎崴中信49購03
074430,材料台新49購01
074431,東陽統一59購01
074432,建準統一52購02
074433,欣興統一53購01
074434,華晶科統一53購01
074435,永崴控統一56購01
074436,龍德船統一55購02
074437,三芳國泰4A購02
074438,中興電國泰4A購01
074439,中鋼國泰4A購02
074440,國巨國泰4A購01
074441,金像電國泰4A購01
074442,大銀國泰4A購01
074443,滬深2X永豐4C購02
074444,中502X永豐49購02
074445,亞德客永豐49購01
074446,中鋼永豐49購02
074447,聯電永豐4A購01
074448,鴻海永豐4A購06
074449,台積電永豐4A購11
074450,智邦永豐4A購01
074451,皇昌永豐49購04
074452,皇昌永豐49購05
074453,貿聯永豐49購02
074454,材料永豐4B購02
074455,T50反1國票53購01
074456,臺指反國票59購01
074457,台玻國票4A購03
074458,友訊國票4A購01
074459,智邦國票4A購03
074460,金像電國票4A購02
074461,台光電國票4A購03
074462,正崴國票4A購01
074463,美律國票4B購02
074464,裕民國票4A購03
074465,欣興國票4A購02
074466,大量國票4A購02
074467,創意國票4A購04
074468,迅得國票4A購02
074469,達發國票49購01
074470,緯穎國票4B購01
074471,天虹國票49購01
074472,FBNQ2X元富49購06
074473,FBNQ2X元富53購01
074474,中502X元富49購03
074475,FANG+元富49購02
074476,亞泥元富49購01
074477,中鋼元富4C購01
074478,大成鋼元富49購06
074479,大成鋼元富49購07
074480,台積電元富49購33
074481,台積電元富49購34
074482,英業達元富4A購02
074483,英業達元富4A購03
074484,慧洋元富49購05
074485,創意元富49購04
074486,世芯元富49購14
074487,永崴控元富49購02
074488,緯穎元富59購01
074489,龍德船元富49購01
074490,臺股指元富49購19
074491,臺股指元富49購20
074492,臺股指元富49購21
074493,臺股指元富49購22
074494,T50正2凱基49購05
074495,元黃金凱基53購01
074496,元金2X凱基51購02
074497,SGBR2X凱基4C購01
074498,中50凱基49購01
074499,美費半凱基49購03
074500,中興電凱基4C購01
074501,華新凱基49購05
074502,美時凱基49購03
074503,潤隆凱基49購01
074504,中鋼凱基4A購01
074505,川湖凱基51購01
074506,國巨凱基49購02
074507,台積電凱基49購21
074508,台積電凱基49購22
074509,台積電凱基4A購27
074510,華邦電凱基4C購01
074511,所羅門凱基49購03
074512,台光電凱基49購06
074513,威盛凱基49購03
074514,建準凱基4A購01
074515,聯發科凱基4A購06
074516,皇昌凱基4A購04
074517,長榮凱基51購03
074518,長榮航凱基4A購02
074519,慧洋凱基49購06
074520,全漢凱基49購01
074521,智原凱基4C購02
074522,欣興凱基49購05
074523,新日興凱基4B購01
074524,玉晶光凱基49購06
074525,創意凱基49購05
074526,碩天凱基49購02
074527,永崴控凱基49購01
074528,美利達凱基49購01
074529,台灣50群益49購06
074530,SGBR2X群益49購02
074531,SGBR2X群益49購03
074532,中502X群益49購03
074533,美費半群益51購01
074534,亞泥群益49購01
074535,華城群益49購04
074536,中砂群益49購04
074537,聯電群益49購04
074538,台達電群益49購04
074539,鴻海群益63購01
074540,台積電群益49購20
074541,華邦電群益4A購04
074542,億光群益49購01
074543,聯發科群益49購08
074544,皇昌群益49購08
074545,新興群益49購03
074546,陽明群益49購02
074547,萬海群益4A購06
074548,萬海群益4A購07
074549,漢翔群益49購01
074550,慧洋群益4C購01
074551,辛耘群益49購02
074552,世芯群益49購13
074553,貿聯群益49購03
074554,神達群益49購04
074555,亞翔群益49購09
074556,訊芯群益49購02
074557,愛普群益49購02
074558,緯穎群益49購07
074559,寶成群益49購01
074560,FB台半元大4C購01
074561,華城元大49購20
074562,華城元大4A購03
074563,華城元大4C購02
074564,和大元大49購07
074565,華新元大49購09
074566,華新元大4B購01
074567,華新元大4C購01
074568,東鹼元大49購03
074569,大成鋼元大49購09
074570,大成鋼元大49購10
074571,大成鋼元大49購11
074572,上銀元大4A購09
074573,華泰元大49購01
074574,台積電元大49購18
074575,台積電元大4C購07
074576,台積電元大51購14
074577,華邦電元大49購11
074578,華邦電元大49購12
074579,華邦電元大4B購03
074580,南亞科元大49購06
074581,裕民元大49購07
074582,慧洋元大49購12
074583,慧洋元大4A購02
074584,慧洋元大51購01
074585,偉訓元大51購01
074586,欣興元大49購11
074587,欣興元大49購12
074588,欣興元大49購13
074589,富華新元大49購01
074590,富華新元大49購02
074591,新日興元大49購07
074592,新日興元大4B購03
074593,群創元大4B購01
074594,世芯元大49購10
074595,世芯元大49購11
074596,世芯元大49購12
074597,神達元大49購05
074598,定穎控元大49購01
074599,亞翔元大49購11
074601,台塑化元大49購01
074602,穎崴元大49購01
074603,泓德元大49購01
074604,泓德元大49購02
074605,巨大元大49購02
074606,長榮兆豐4B購01
074607,威強電第一49購01
074608,健鼎第一49購01
074609,達興第一49購02
074610,美利達第一49購01
074611,巨大第一49購02
074612,中鋼富邦4C購01
074613,中鴻富邦4B購01
074614,光寶科富邦4B購01
074615,台達電富邦49購03
074616,旺宏富邦4B購01
074617,華碩富邦49購01
074618,所羅門富邦4A購02
074619,南亞科富邦4B購03
074620,慧洋富邦4A購01
074621,健鼎富邦4B購01
074622,世紀鋼富邦4A購02
074623,滬深2X凱基57購01
074624,FBNQ2X凱基49購06
074625,FANG+凱基49購01
074626,三芳凱基49購05
074627,華城凱基4C購02
074628,大亞凱基49購01
074629,中鋼凱基49購05
074630,大成鋼凱基49購10
074631,聯電凱基49購04
074632,台達電凱基49購03
074633,台積電凱基49購23
074636,台積電凱基4A購28
074637,台積電凱基4B購08
074638,南亞科凱基49購05
074639,皇昌凱基49購05
074640,裕民凱基51購01
074641,萬海凱基4A購05
074642,漢翔凱基49購01
074643,威強電凱基49購03
074644,威強電凱基4B購01
074646,威強電凱基51購01
074650,智原凱基51購03
074652,富華新凱基49購03
074653,群創凱基49購01
074654,嘉澤凱基49購02
074655,嘉澤凱基49購03
074656,神達凱基4C購01
074657,亞翔凱基51購02
074658,晶心科凱基49購02
074659,SGBR2X群益49購04
074660,SGBR2X群益49購05
074661,中502X群益51購01
074662,美費半群益49購01
074663,華城群益49購05
074664,信錦群益49購01
074665,華新群益49購05
074666,東鹼群益49購02
074667,東鹼群益4A購01
074668,川湖群益49購04
074669,國巨群益49購01
074670,台積電群益49購22
074671,台積電群益49購23
074672,台積電群益49購24
074673,台積電群益4A購26
074674,大同群益49購02
074675,威盛群益49購01
074676,聯發科群益49購11
074677,皇昌群益49購09
074678,長榮群益49購03
074679,長榮航群益49購02
074680,威強電群益51購01
074681,欣興群益4B購02
074682,碩天群益49購03
074683,海華群益49購01
074684,永崴控群益49購02
074685,材料群益51購02
074686,亞翔群益49購10
074687,巨大群益4A購01
074688,臺股指群益4A購18
074689,臺股指群益4A購19
074690,台灣50元富49購18
074691,台灣50元富49購19
074692,日本2X元富49購02
074693,FBNQ2X元富49購07
074694,中502X元富49購05
074695,FANG+元富49購03
074696,未來車元富49購01
074697,中鋼元富49購04
074698,聯電元富4A購02
074699,聯電元富4A購03
074700,台達電元富4A購01
074701,鴻海元富49購07
074702,鴻海元富49購08
074703,國巨元富49購03
074704,台積電元富49購35
074705,台積電元富49購36
074706,台積電元富63購02
074707,華邦電元富4A購05
074708,建準元富4A購02
074709,皇昌元富49購02
074710,威強電元富4A購01
074711,群創元富49購03
074712,嘉澤元富4A購02
074713,嘉澤元富4A購03
074714,世芯元富49購15
074715,世芯元富4C購03
074716,材料元富4C購02
074717,台灣50國票4A購02
074718,T50正2國票4A購04
074719,SGBR2X國票4A購01
074720,中502X國票4A購03
074721,華城國票4A購02
074722,大亞國票4A購02
074723,聯電國票49購02
074724,聯電國票4A購01
074725,台積電國票49購06
074726,台積電國票4A購10
074727,富邦金國票49購01
074728,大立光國票4B購02
074729,益登國票49購01
074730,富華新國票4A購04
074731,緯創國票4A購03
074732,嘉澤國票4A購05
074733,永崴控國票4A購02
074734,台表科國票4B購01
074735,瑞祺國票4B購01
074736,帝寶國票4A購02
074737,永道國票4A購02
074738,波力國票49購01
074739,寶成國票4A購01
074740,巨大國票4B購01
074741,臺股指國票4A購03
074742,上銀國泰4A購01
074743,聯電國泰4A購01
074744,台積電國泰4A購02
074745,威強電國泰4A購01
074746,嘉澤國泰4A購01
074747,旺宏統一55購02
074748,聯發科統一53購05
074749,萬海統一53購01
074750,漢翔統一52購01
074751,威強電統一53購02
074752,威強電統一55購02
074753,台郡統一55購01
074754,台表科統一59購01
074755,巨大統一53購04
074756,世紀鋼統一53購04
074757,上銀中信4A購01
074758,台積電中信49購05
074759,聯發科中信4A購02
074760,台灣50台新4A購01
074761,聯發科台新49購03
074762,長榮台新49購01
074763,嘉澤台新49購01
074764,貿聯台新49購01
074765,亞翔台新49購01
074766,台灣50永豐4B購03
074767,T50正2永豐51購02
074768,美費半永豐4A購01
074769,鴻海永豐4A購07
074770,宏�皏藕�4A購01
074771,漢唐永豐4A購01
074772,萬海永豐4B購01
074773,長榮航永豐4A購02
074774,奇鋐永豐4B購02
074775,富華新永豐4A購01
074776,嘉澤永豐49購01
074777,立積永豐4B購03
074778,美利達永豐4B購01
074779,巨大永豐49購02
074780,台灣50元大49購22
074781,道瓊銀元大51購01
074782,華城元大49購21
074783,華城元大4A購04
074784,華城元大51購04
074785,大亞元大49購02
074786,美時元大49購06
074787,美時元大49購07
074788,美時元大49購08
074789,中鋼元大49購07
074790,中鋼元大49購08
074791,中鋼元大4A購03
074792,大成鋼元大49購12
074793,大成鋼元大51購04
074794,台積電元大49購19
074795,台積電元大4C購08
074796,台積電元大51購15
074797,鴻準元大4B購05
074798,鴻準元大4C購02
074799,鴻準元大51購01
074800,微星元大49購04
074801,台光電元大49購08
074802,建準元大49購01
074803,建準元大49購02
074804,建準元大49購03
074805,美律元大49購04
074806,全新元大49購01
074807,冠德元大49購01
074808,裕民元大51購04
074809,慧洋元大49購13
074810,威強電元大49購03
074811,威強電元大49購04
074812,威強電元大49購05
074813,威強電元大49購06
074814,欣興元大49購14
074815,欣興元大49購15
074816,欣興元大49購16
074817,富華新元大49購03
074818,玉晶光元大49購01
074819,京鼎元大49購01
074820,群創元大49購03
074821,嘉澤元大4A購03
074822,嘉澤元大4B購01
074823,嘉澤元大51購02
074824,世芯元大49購13
074825,世芯元大49購14
074826,世芯元大51購09
074827,迎廣元大49購01
074828,亞翔元大49購12
074829,樺漢元大49購02
074830,鼎基元大49購01
074831,菱光元大49購03
074832,臺股指元大49購40
074833,嘉澤兆豐49購01
074834,陽明台新49購01
074835,富世達台新49購01
074836,台灣50富邦4A購04
074837,T50正2富邦4B購04
074838,上銀富邦4B購01
074839,鴻準富邦4C購01
074840,皇昌富邦4B購03
074841,威強電富邦4A購01
074842,創意富邦4A購04
074843,嘉澤富邦4B購01
074844,力積電富邦4B購01
074845,台積電國泰4A購03
074846,華邦電國泰4A購02
074847,富邦金國泰4A購01
074848,FBNQ2X國票4A購03
074849,美費半國票4A購02
074850,美費半國票4B購01
074851,廣宇國票4A購03
074852,華邦電國票4B購02
074853,華碩國票49購01
074854,建準國票4C購01
074855,聯發科國票49購03
074856,聯發科國票4A購02
074857,慧洋國票4C購01
074858,智伸科國票4A購01
074859,龍德船國票49購01
074860,台積電統一63購02
074861,碩天統一55購01
074862,材料統一63購01
074863,台表科統一51購01
074864,S&P正2中信4C購01
074865,華邦電中信49購02
074866,華邦電中信4B購01
074867,南亞科中信4B購01
074868,永崴控中信49購01
074869,富世達中信49購01
074870,富世達中信4A購01
074871,滬深2X永豐4A購05
074872,中興電永豐49購01
074873,台達電永豐4B購01
074874,鴻海永豐4C購03
074875,鴻海永豐4C購04
074876,華邦電永豐4B購01
074877,台光電永豐4B購01
074878,南亞科永豐4A購01
074879,聯發科永豐4B購04
074880,奇鋐永豐49購06
074881,威強電永豐4A購01
074882,群創永豐49購01
074883,碩天永豐49購02
074884,富世達永豐49購01
074885,臺股指永豐4A購03
074886,臺股指永豐4A購04
074887,臺股指永豐4A購05
074888,台玻第一49購01
074889,友訊第一49購01
074890,矽格第一49購01
074891,力積電第一49購01
074892,台泥凱基51購01
074893,華城凱基49購06
074894,華新凱基4A購04
074895,中鋼凱基4B購02
074896,鴻海凱基4B購06
074897,國巨凱基4B購02
074898,台積電凱基4A購29
074901,台積電凱基53購07
074902,台積電凱基53購08
074903,華邦電凱基4A購02
074904,鴻準凱基4B購03
074905,昆盈凱基49購01
074906,金像電凱基4A購01
074907,台光電凱基49購07
074908,南亞科凱基4B購01
074910,聯發科凱基49購06
074911,全新凱基49購03
074912,新興凱基49購03
074913,晶豪科凱基49購03
074914,欣興凱基4B購02
074915,華擎凱基49購01
074916,世芯凱基51購03
074917,定穎控凱基49購01
074918,精銳凱基49購01
074919,訊芯凱基49購04
074920,穎崴凱基4A購01
074921,泓德凱基49購01
074922,巨大凱基4B購01
074923,台灣50元富49購22
074924,滬深2X元富49購04
074925,FBNQ2X元富53購02
074926,中502X元富53購01
074931,FANG+元富49購04
074932,東鹼元富49購01
074933,東鹼元富4C購01
074934,中鋼元富49購05
074935,中鋼元富53購01
074936,上銀元富49購03
074937,華邦電元富4A購06
074939,華邦電元富51購01
074940,昆盈元富49購02
074941,金像電元富49購02
074942,南亞科元富4A購04
074943,美食元富4A購01
074944,晶豪科元富49購03
074945,晶豪科元富4A購01
074946,群創元富53購01
074948,時碩元富49購01
074949,時碩元富49購02
074951,穎崴元富4A購01
074952,美利達元富4A購01
074953,巨大元富4A購01
074954,臺股指元富49購26
074955,T50正2元大49購04
074956,T50正2元大49購05
074957,T50正2元大49購06
074958,T50正2元大4A購03
074959,滬深2X元大4B購06
074960,滬深2X元大51購02
074961,台泥元大49購03
074962,亞力元大49購01
074964,元債2X元大49購01
074965,華城元大49購22
074966,華城元大49購23
074967,華城元大51購05
074968,大成鋼元大49購13
074969,上銀元大49購09
074970,鴻海元大51購04
074971,廣宇元大49購04
074972,台積電元大49購20
074973,台積電元大4C購09
074974,台積電元大51購16
074975,華邦電元大49購13
074976,華邦電元大49購14
074977,智邦元大49購03
074978,智邦元大49購04
074979,智邦元大4A購04
074980,鴻準元大49購03
074981,所羅門元大49購02
074982,大同元大49購02
074983,微星元大49購05
074984,微星元大49購06
074985,台光電元大49購09
074986,南亞科元大49購07
074987,南亞科元大4A購01
074988,南亞科元大4B購02
074989,全新元大49購02
074990,義隆元大49購01
074991,皇昌元大49購09
074992,皇昌元大49購10
074993,威強電元大49購07
074994,偉訓元大4B購02
074995,欣興元大49購17
074996,欣興元大49購18
074997,欣興元大49購19
074998,富華新元大49購04
074999,玉晶光元大49購02
075000,群創元大49購04
075001,亞翔元大51購03
075002,富世達元大49購01
075003,富世達元大49購02
075004,富世達元大49購03
075005,雲豹元大49購01
075006,來億元大49購02
075007,南電元大49購01
075008,世紀鋼元大49購02
075009,滬深2X群益4B購05
075010,華城群益49購06
075011,華新群益49購06
075012,大亞群益49購01
075013,上銀群益4A購05
075014,廣宇群益49購02
075015,廣宇群益4B購01
075016,台積電群益49購25
075017,台積電群益49購26
075018,華邦電群益49購05
075019,華邦電群益4A購05
075020,華碩群益49購02
075021,大同群益49購03
075022,台光電群益49購01
075023,南亞科群益4A購04
075024,京元電群益49購02
075025,皇昌群益51購02
075026,裕民群益4B購05
075027,慧洋群益49購06
075028,威強電群益4C購01
075029,智原群益4A購01
075030,欣興群益49購04
075031,富華新群益49購02
075032,富華新群益4A購01
075033,群創群益4B購04
075034,嘉澤群益49購02
075035,神達群益49購05
075036,臻鼎群益49購01
075037,中租群益49購01
075038,亞翔群益49購11
075039,台表科群益49購01
075040,迅得群益49購04
075041,穎崴群益49購02
075042,美利達群益49購01
075043,萬海台新49購01
075044,台泥富邦49購02
075045,台泥富邦4B購01
075046,華新富邦49購03
075047,川湖富邦49購04
075048,華邦電富邦49購02
075049,南亞科富邦4C購01
075050,長榮富邦4B購03
075051,萬海富邦4A購02
075052,奇鋐富邦4B購04
075053,鴻海兆豐53購01
075054,世芯兆豐4B購01
075055,台積電國泰4A購04
075057,皇昌國泰4A購02
075059,群創國泰4A購01
075060,力成國泰4A購01
075061,T50反1元富49購02
075062,中502X元富49購06
075063,台玻元富49購01
075064,潤隆元富49購02
075065,台積電元富4A購09
075066,台積電元富4A購10
075067,華碩元富49購03
075068,群光元富49購01
075069,南亞科元富4C購02
075070,裕民元富49購01
075071,富邦金元富53購01
075072,大立光元富49購08
075074,健鼎元富49購01
075075,時碩元富53購01
075076,和碩元富49購01
075077,崇越元富49購01
075078,泰金寶元富49購01
075079,泰金寶元富49購02
075080,廣隆國票4A購01
075081,金寶國票4A購01
075082,台積電國票4A購11
075083,台積電國票4A購12
075084,台積電國票4B購03
075085,台積電國票4C購05
075086,台積電國票55購01
075087,智邦國票4A購04
075088,微星國票4A購03
075089,漢唐國票4A購02
075090,南亞科國票4A購02
075091,一詮國票4A購01
075092,一詮國票4B購01
075093,揚博國票4A購01
075094,皇昌國票4B購03
075095,長榮國票4B購02
075096,美食國票4A購01
075097,潤泰全國票4A購01
075098,玉晶光國票49購04
075099,貿聯國票4A購05
075100,精銳國票4A購01
075101,緯穎國票4A購03
075102,電子類國票49購01
075103,電子類國票49購02
075104,電子類國票49購03
075105,金融類國票49購01
075106,台積電統一53購07
075107,華邦電統一53購03
075108,華邦電統一59購02
075109,華碩統一53購02
075110,南亞科統一51購05
075111,南亞科統一59購01
075112,潤泰全統一53購01
075113,威強電統一53購03
075114,永崴控統一53購01
075115,華邦電中信49購04
075116,華碩中信49購01
075117,南亞科中信49購02
075118,南亞科中信49購03
075119,豐藝中信49購01
075120,T50正2永豐49購02
075121,滬深2X永豐4C購03
075122,FBNQ2X永豐4A購01
075123,元債2X永豐56購01
075124,華邦電永豐4C購01
075125,華碩永豐4B購01
075126,大立光永豐49購02
075128,大立光永豐49購03
075130,欣興永豐49購03
075131,欣興永豐49購04
075133,富華新永豐49購01
075136,智伸科永豐4A購01
075138,材料永豐4C購02
075139,崇越永豐4A購01
075141,訊芯永豐4B購03
075142,臺股指永豐4C購03
075143,臺股指永豐4C購04
075144,群光第一49購01
075146,華擎第一49購01
075147,FBNQ2X凱基4C購02
075149,美費半凱基4B購02
075150,美費半凱基4C購01
075151,大成鋼凱基4C購04
075152,上銀凱基49購10
075153,台達電凱基4B購01
075154,台積電凱基49購24
075155,台積電凱基4A購30
075156,台積電凱基4C購16
075157,華邦電凱基4B購02
075158,華邦電凱基51購01
075159,智邦凱基49購05
075160,華碩凱基49購03
075161,大同凱基4A購01
075162,微星凱基49購03
075163,台光電凱基4C購01
075164,群光凱基49購01
075165,南亞科凱基49購06
075166,京元電凱基49購04
075167,長榮凱基4B購06
075168,裕民凱基4C購02
075169,慧洋凱基49購07
075170,群創凱基51購02
075172,永崴控凱基49購02
075173,材料凱基49購08
075174,亞翔凱基51購03
075175,力成凱基49購02
075176,力成凱基4A購01
075177,富世達凱基49購04
075178,雲豹凱基49購01
075181,振樺電凱基49購02
075182,台泥群益4B購01
075183,華城群益49購07
075184,華城群益4B購01
075185,中鋼群益52購01
075186,台積電群益49購27
075187,台積電群益49購28
075188,台積電群益49購29
075189,華邦電群益49購06
075190,華邦電群益49購07
075191,智邦群益49購05
075192,鴻準群益49購02
075193,南亞科群益49購05
075194,皇昌群益51購03
075195,華固群益49購01
075196,新興群益4B購01
075197,偉訓群益51購01
075198,新日興群益49購03
075199,玉晶光群益49購02
075200,神達群益49購06
075201,迎廣群益4A購02
075202,世紀鋼群益49購03
075203,臺股指群益49購21
075204,臺股指群益49購22
075205,臺股指群益49購23
075206,臺股指群益49購24
075207,臺股指群益49購25
075208,臺股指群益49購26
075209,臺股指群益49購27
075210,臺股指群益49購28
075211,臺股指群益49購29
075212,臺股指群益49購30
075213,電子類群益49購01
075214,FBNQ2X元大49購04
075215,FBNQ2X元大4B購02
075216,中502X元大4B購03
075217,中502X元大51購02
075218,FANG+元大4A購01
075219,FANG+元大4C購01
075220,美費半元大4B購02
075221,華城元大51購06
075222,華新元大49購10
075223,中鴻元大49購11
075224,大成鋼元大51購05
075225,台積電元大49購21
075226,台積電元大49購22
075227,台積電元大51購17
075228,旺宏元大49購03
075229,華邦電元大49購16
075230,華邦電元大49購17
075231,智邦元大49購05
075232,鴻準元大49購04
075233,大同元大49購03
075234,漢唐元大49購01
075235,漢唐元大4A購01
075236,漢唐元大4B購02
075237,南亞科元大49購08
075238,南亞科元大49購09
075239,南亞科元大49購10
075240,南亞科元大4A購02
075241,南亞科元大4B購03
075242,友達元大49購02
075243,全新元大49購03
075244,新興元大49購04
075245,晶豪科元大49購03
075246,威強電元大49購09
075247,智原元大49購03
075248,華晶科元大49購02
075249,玉晶光元大49購03
075250,嘉澤元大49購06
075251,立積元大49購04
075252,亞翔元大51購04
075253,力成元大49購01
075254,緯穎元大4B購02
075255,緯穎元大51購01
075256,惠特元大49購01
075257,富世達元大49購04
075258,富世達元大49購05
075259,來億元大49購03
075260,臺股指元大49購42
075261,臺股指元大49購43
075262,臺股指元大49購44
075263,臺股指元大49購45
075264,臺股指元大56購01
075265,喬山第一49購01
075266,喬山第一49購02
075267,威強電第一49購02
075268,滬深2X國票55購01
075269,華城國票4B購02
075270,喬山國票4A購01
075271,上銀國票4A購01
075272,台積電國票4C購06
075273,台積電國票51購04
075274,台積電國票53購02
075275,旺宏國票49購02
075276,旺宏國票4A購02
075277,旺宏國票4C購01
075278,晶豪科國票4B購01
075279,智原國票4A購03
075280,創意國票4B購03
075281,元晶國票4A購02
075282,鴻海國泰52購01
075283,友達國泰4A購01
075284,長榮國泰4A購02
075285,慧洋國泰4A購02
075286,貿聯國泰4A購03
075287,亞翔國泰4A購01
075288,中砂富邦4B購01
075289,鴻海富邦4B購05
